Suburb,Offence,Alcohol,2014,2015,2016,2017,2018
Lake Albert,Domestic violence related assault ,Not Alcohol Related ,7,16,11,7,13
Lake Albert,Non-domestic violence related assault ,Alcohol Related ,3,1,4,8,1
Lake Albert,Non-domestic violence related assault ,Not Alcohol Related ,5,6,4,2,6
Lake Albert,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lake Albert,Offensive conduct ,Not Alcohol Related ,0,0,0,0,1
Lake Albert,Offensive language ,Alcohol Related ,2,0,0,1,0
Lake Albert,Offensive language ,Not Alcohol Related ,2,0,0,1,0
Lake Bathurst,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lake Bathurst,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Lake Bathurst,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lake Bathurst,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lake Bathurst,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lake Bathurst,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lake Bathurst,Offensive language ,Alcohol Related ,0,0,0,0,0
Lake Bathurst,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lake Cargelligo,Domestic violence related assault ,Alcohol Related ,14,14,8,14,2
Lake Cargelligo,Domestic violence related assault ,Not Alcohol Related ,9,6,8,4,10
Lake Cargelligo,Non-domestic violence related assault ,Alcohol Related ,8,8,7,7,4
Lake Cargelligo,Non-domestic violence related assault ,Not Alcohol Related ,6,9,9,2,7
Lake Cargelligo,Offensive conduct ,Alcohol Related ,4,3,4,5,5
Lake Cargelligo,Offensive conduct ,Not Alcohol Related ,1,0,2,5,1
Lake Cargelligo,Offensive language ,Alcohol Related ,6,11,4,4,2
Lake Cargelligo,Offensive language ,Not Alcohol Related ,3,4,7,4,1
Lake Cathie,Domestic violence related assault ,Alcohol Related ,5,1,1,3,7
Lake Cathie,Domestic violence related assault ,Not Alcohol Related ,5,1,2,2,4
Lake Cathie,Non-domestic violence related assault ,Alcohol Related ,1,3,4,1,6
Lake Cathie,Non-domestic violence related assault ,Not Alcohol Related ,4,1,5,0,1
Lake Cathie,Offensive conduct ,Alcohol Related ,0,0,2,1,0
Lake Cathie,Offensive conduct ,Not Alcohol Related ,0,1,0,0,0
Lake Cathie,Offensive language ,Alcohol Related ,0,0,0,0,0
Lake Cathie,Offensive language ,Not Alcohol Related ,1,0,0,0,0
Lake Conjola,Domestic violence related assault ,Alcohol Related ,1,2,1,0,3
Lake Conjola,Domestic violence related assault ,Not Alcohol Related ,0,1,0,1,1
Lake Conjola,Non-domestic violence related assault ,Alcohol Related ,2,1,1,3,1
Lake Conjola,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Lake Conjola,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lake Conjola,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lake Conjola,Offensive language ,Alcohol Related ,0,1,0,0,0
Lake Conjola,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lake Haven,Domestic violence related assault ,Alcohol Related ,15,13,6,13,7
Lake Haven,Domestic violence related assault ,Not Alcohol Related ,21,21,21,19,21
Lake Haven,Non-domestic violence related assault ,Alcohol Related ,14,11,13,11,8
Lake Haven,Non-domestic violence related assault ,Not Alcohol Related ,55,32,24,43,30
Lake Haven,Offensive conduct ,Alcohol Related ,6,2,1,3,2
Lake Haven,Offensive conduct ,Not Alcohol Related ,1,1,3,2,3
Lake Haven,Offensive language ,Alcohol Related ,2,1,0,2,2
Lake Haven,Offensive language ,Not Alcohol Related ,4,1,0,0,2
Lake Heights,Domestic violence related assault ,Alcohol Related ,4,2,2,3,4
Lake Heights,Domestic violence related assault ,Not Alcohol Related ,5,13,7,9,4
Lake Heights,Non-domestic violence related assault ,Alcohol Related ,1,3,0,0,1
Lake Heights,Non-domestic violence related assault ,Not Alcohol Related ,2,4,1,1,4
Lake Heights,Offensive conduct ,Alcohol Related ,1,0,0,0,0
Lake Heights,Offensive conduct ,Not Alcohol Related ,0,0,0,1,0
Lake Heights,Offensive language ,Alcohol Related ,0,0,0,0,0
Lake Heights,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lake Hume Village,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lake Hume Village,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Lake Hume Village,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,3
Lake Hume Village,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,2,1
Lake Hume Village,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lake Hume Village,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lake Hume Village,Offensive language ,Alcohol Related ,0,0,0,0,0
Lake Hume Village,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lake Illawarra,Domestic violence related assault ,Alcohol Related ,10,7,9,7,5
Lake Illawarra,Domestic violence related assault ,Not Alcohol Related ,14,20,16,14,9
Lake Illawarra,Non-domestic violence related assault ,Alcohol Related ,2,3,7,4,0
Lake Illawarra,Non-domestic violence related assault ,Not Alcohol Related ,13,14,10,15,11
Lake Illawarra,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lake Illawarra,Offensive conduct ,Not Alcohol Related ,0,1,0,0,1
Lake Illawarra,Offensive language ,Alcohol Related ,0,2,0,0,3
Lake Illawarra,Offensive language ,Not Alcohol Related ,1,1,1,0,1
Lake Innes,Domestic violence related assault ,Alcohol Related ,0,0,1,0,1
Lake Innes,Domestic violence related assault ,Not Alcohol Related ,1,1,0,0,2
Lake Innes,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lake Innes,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Lake Innes,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lake Innes,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lake Innes,Offensive language ,Alcohol Related ,0,0,0,0,0
Lake Innes,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lake Munmorah,Domestic violence related assault ,Alcohol Related ,5,6,8,11,4
Lake Munmorah,Domestic violence related assault ,Not Alcohol Related ,11,16,13,15,16
Lake Munmorah,Non-domestic violence related assault ,Alcohol Related ,5,3,3,0,2
Lake Munmorah,Non-domestic violence related assault ,Not Alcohol Related ,12,12,20,13,8
Lake Munmorah,Offensive conduct ,Alcohol Related ,0,1,0,0,0
Lake Munmorah,Offensive conduct ,Not Alcohol Related ,0,1,1,0,0
Lake Munmorah,Offensive language ,Alcohol Related ,0,1,0,0,0
Lake Munmorah,Offensive language ,Not Alcohol Related ,0,1,1,0,0
Lake Tabourie,Domestic violence related assault ,Alcohol Related ,0,2,1,1,1
Lake Tabourie,Domestic violence related assault ,Not Alcohol Related ,1,1,0,0,0
Lake Tabourie,Non-domestic violence related assault ,Alcohol Related ,0,0,0,2,0
Lake Tabourie,Non-domestic violence related assault ,Not Alcohol Related ,0,1,2,0,1
Lake Tabourie,Offensive conduct ,Alcohol Related ,0,0,1,0,0
Lake Tabourie,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lake Tabourie,Offensive language ,Alcohol Related ,0,0,0,0,0
Lake Tabourie,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lake Wyangan,Domestic violence related assault ,Alcohol Related ,1,0,0,0,1
Lake Wyangan,Domestic violence related assault ,Not Alcohol Related ,1,1,4,4,1
Lake Wyangan,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lake Wyangan,Non-domestic violence related assault ,Not Alcohol Related ,1,2,1,0,0
Lake Wyangan,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lake Wyangan,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lake Wyangan,Offensive language ,Alcohol Related ,0,0,0,0,0
Lake Wyangan,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lakelands,Domestic violence related assault ,Alcohol Related ,0,0,2,0,1
Lakelands,Domestic violence related assault ,Not Alcohol Related ,3,4,1,1,2
Lakelands,Non-domestic violence related assault ,Alcohol Related ,0,1,1,0,0
Lakelands,Non-domestic violence related assault ,Not Alcohol Related ,6,0,0,2,0
Lakelands,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lakelands,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lakelands,Offensive language ,Alcohol Related ,0,0,0,0,0
Lakelands,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lakemba,Domestic violence related assault ,Alcohol Related ,17,6,6,10,7
Lakemba,Domestic violence related assault ,Not Alcohol Related ,60,54,51,38,54
Lakemba,Non-domestic violence related assault ,Alcohol Related ,7,6,4,9,5
Lakemba,Non-domestic violence related assault ,Not Alcohol Related ,59,63,49,63,47
Lakemba,Offensive conduct ,Alcohol Related ,0,1,0,0,0
Lakemba,Offensive conduct ,Not Alcohol Related ,0,1,0,2,0
Lakemba,Offensive language ,Alcohol Related ,0,1,0,0,0
Lakemba,Offensive language ,Not Alcohol Related ,2,4,6,5,0
Lakesland,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lakesland,Domestic violence related assault ,Not Alcohol Related ,1,2,0,0,0
Lakesland,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lakesland,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,2
Lakesland,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lakesland,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lakesland,Offensive language ,Alcohol Related ,0,0,0,0,0
Lakesland,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lakewood,Domestic violence related assault ,Alcohol Related ,4,2,3,0,3
Lakewood,Domestic violence related assault ,Not Alcohol Related ,1,2,2,2,1
Lakewood,Non-domestic violence related assault ,Alcohol Related ,5,0,2,1,2
Lakewood,Non-domestic violence related assault ,Not Alcohol Related ,2,2,2,2,1
Lakewood,Offensive conduct ,Alcohol Related ,0,0,1,0,0
Lakewood,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lakewood,Offensive language ,Alcohol Related ,1,0,1,1,0
Lakewood,Offensive language ,Not Alcohol Related ,0,1,0,0,0
Lalor Park,Domestic violence related assault ,Alcohol Related ,15,15,17,26,23
Lalor Park,Domestic violence related assault ,Not Alcohol Related ,35,44,40,45,71
Lalor Park,Non-domestic violence related assault ,Alcohol Related ,14,10,10,7,6
Lalor Park,Non-domestic violence related assault ,Not Alcohol Related ,32,29,22,29,30
Lalor Park,Offensive conduct ,Alcohol Related ,0,0,0,1,0
Lalor Park,Offensive conduct ,Not Alcohol Related ,0,1,0,0,0
Lalor Park,Offensive language ,Alcohol Related ,0,0,1,0,0
Lalor Park,Offensive language ,Not Alcohol Related ,0,0,0,0,1
Lambs Valley (Singleton),Domestic violence related assault ,Alcohol Related ,0,0,0,0,2
Lambs Valley (Singleton),Domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Lambs Valley (Singleton),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lambs Valley (Singleton),Non-domestic violence related assault ,Not Alcohol Related ,0,0,2,0,0
Lambs Valley (Singleton),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lambs Valley (Singleton),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lambs Valley (Singleton),Offensive language ,Alcohol Related ,0,0,0,0,0
Lambs Valley (Singleton),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lambton,Domestic violence related assault ,Alcohol Related ,9,9,3,7,8
Lambton,Domestic violence related assault ,Not Alcohol Related ,27,23,13,12,7
Lambton,Non-domestic violence related assault ,Alcohol Related ,10,9,1,3,6
Lambton,Non-domestic violence related assault ,Not Alcohol Related ,17,10,6,19,14
Lambton,Offensive conduct ,Alcohol Related ,1,1,1,1,0
Lambton,Offensive conduct ,Not Alcohol Related ,1,0,1,2,0
Lambton,Offensive language ,Alcohol Related ,0,0,1,2,1
Lambton,Offensive language ,Not Alcohol Related ,2,2,2,0,0
Lane Cove,Domestic violence related assault ,Alcohol Related ,5,11,5,3,1
Lane Cove,Domestic violence related assault ,Not Alcohol Related ,11,4,5,7,6
Lane Cove,Non-domestic violence related assault ,Alcohol Related ,5,4,1,3,2
Lane Cove,Non-domestic violence related assault ,Not Alcohol Related ,9,14,9,16,16
Lane Cove,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lane Cove,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Lane Cove,Offensive language ,Alcohol Related ,0,0,0,0,0
Lane Cove,Offensive language ,Not Alcohol Related ,2,0,0,0,0
Lane Cove North,Domestic violence related assault ,Alcohol Related ,2,5,2,5,3
Lane Cove North,Domestic violence related assault ,Not Alcohol Related ,11,9,15,11,13
Lane Cove North,Non-domestic violence related assault ,Alcohol Related ,4,3,2,3,2
Lane Cove North,Non-domestic violence related assault ,Not Alcohol Related ,15,5,10,8,8
Lane Cove North,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lane Cove North,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lane Cove North,Offensive language ,Alcohol Related ,0,0,0,0,0
Lane Cove North,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lane Cove West,Domestic violence related assault ,Alcohol Related ,0,0,1,3,0
Lane Cove West,Domestic violence related assault ,Not Alcohol Related ,1,1,1,7,4
Lane Cove West,Non-domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Lane Cove West,Non-domestic violence related assault ,Not Alcohol Related ,1,1,8,7,4
Lane Cove West,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lane Cove West,Offensive conduct ,Not Alcohol Related ,0,0,0,1,0
Lane Cove West,Offensive language ,Alcohol Related ,0,0,0,0,0
Lane Cove West,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Langley Vale,Domestic violence related assault ,Alcohol Related ,0,1,1,0,0
Langley Vale,Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Langley Vale,Non-domestic violence related assault ,Alcohol Related ,0,0,1,0,1
Langley Vale,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Langley Vale,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Langley Vale,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Langley Vale,Offensive language ,Alcohol Related ,0,0,0,0,0
Langley Vale,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lanitza,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Lanitza,Domestic violence related assault ,Not Alcohol Related ,1,1,0,0,3
Lanitza,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Lanitza,Non-domestic violence related assault ,Not Alcohol Related ,1,0,1,0,0
Lanitza,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lanitza,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lanitza,Offensive language ,Alcohol Related ,0,0,0,0,0
Lanitza,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lansdowne (Canterbury-Bankstown),Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lansdowne (Canterbury-Bankstown),Domestic violence related assault ,Not Alcohol Related ,1,0,0,1,1
Lansdowne (Canterbury-Bankstown),Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lansdowne (Canterbury-Bankstown),Non-domestic violence related assault ,Not Alcohol Related ,0,2,1,1,1
Lansdowne (Canterbury-Bankstown),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lansdowne (Canterbury-Bankstown),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lansdowne (Canterbury-Bankstown),Offensive language ,Alcohol Related ,0,0,0,0,0
Lansdowne (Canterbury-Bankstown),Offensive language ,Not Alcohol Related ,0,0,1,0,0
Lansdowne (Mid-Coast),Domestic violence related assault ,Alcohol Related ,0,1,1,2,3
Lansdowne (Mid-Coast),Domestic violence related assault ,Not Alcohol Related ,0,0,0,2,4
Lansdowne (Mid-Coast),Non-domestic violence related assault ,Alcohol Related ,2,0,2,0,0
Lansdowne (Mid-Coast),Non-domestic violence related assault ,Not Alcohol Related ,1,1,0,1,1
Lansdowne (Mid-Coast),Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lansdowne (Mid-Coast),Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lansdowne (Mid-Coast),Offensive language ,Alcohol Related ,0,0,0,0,0
Lansdowne (Mid-Coast),Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lansdowne Forest,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lansdowne Forest,Domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Lansdowne Forest,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lansdowne Forest,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lansdowne Forest,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lansdowne Forest,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lansdowne Forest,Offensive language ,Alcohol Related ,0,0,0,0,0
Lansdowne Forest,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lansvale,Domestic violence related assault ,Alcohol Related ,0,4,0,4,4
Lansvale,Domestic violence related assault ,Not Alcohol Related ,8,6,10,11,2
Lansvale,Non-domestic violence related assault ,Alcohol Related ,1,2,0,0,1
Lansvale,Non-domestic violence related assault ,Not Alcohol Related ,7,9,10,9,5
Lansvale,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lansvale,Offensive conduct ,Not Alcohol Related ,0,2,0,0,0
Lansvale,Offensive language ,Alcohol Related ,0,0,0,0,0
Lansvale,Offensive language ,Not Alcohol Related ,0,1,0,0,0
Lapstone,Domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Lapstone,Domestic violence related assault ,Not Alcohol Related ,0,0,2,1,0
Lapstone,Non-domestic violence related assault ,Alcohol Related ,1,0,1,0,0
Lapstone,Non-domestic violence related assault ,Not Alcohol Related ,4,0,0,0,2
Lapstone,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lapstone,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lapstone,Offensive language ,Alcohol Related ,0,0,0,0,0
Lapstone,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Larbert,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Larbert,Domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Larbert,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Larbert,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Larbert,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Larbert,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Larbert,Offensive language ,Alcohol Related ,0,0,0,0,0
Larbert,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Largs,Domestic violence related assault ,Alcohol Related ,1,2,1,1,4
Largs,Domestic violence related assault ,Not Alcohol Related ,3,9,2,1,1
Largs,Non-domestic violence related assault ,Alcohol Related ,1,0,2,0,2
Largs,Non-domestic violence related assault ,Not Alcohol Related ,0,2,3,5,2
Largs,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Largs,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Largs,Offensive language ,Alcohol Related ,0,0,0,0,0
Largs,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Larnook,Domestic violence related assault ,Alcohol Related ,1,0,0,1,0
Larnook,Domestic violence related assault ,Not Alcohol Related ,0,0,3,2,0
Larnook,Non-domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Larnook,Non-domestic violence related assault ,Not Alcohol Related ,0,1,1,1,0
Larnook,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Larnook,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Larnook,Offensive language ,Alcohol Related ,0,0,0,0,0
Larnook,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Laughtondale,Domestic violence related assault ,Alcohol Related ,0,0,1,0,0
Laughtondale,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Laughtondale,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Laughtondale,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,2,0
Laughtondale,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Laughtondale,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Laughtondale,Offensive language ,Alcohol Related ,0,0,0,0,0
Laughtondale,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Laurieton,Domestic violence related assault ,Alcohol Related ,8,1,7,4,6
Laurieton,Domestic violence related assault ,Not Alcohol Related ,2,0,0,4,5
Laurieton,Non-domestic violence related assault ,Alcohol Related ,5,4,3,1,6
Laurieton,Non-domestic violence related assault ,Not Alcohol Related ,5,11,5,6,9
Laurieton,Offensive conduct ,Alcohol Related ,2,0,0,1,1
Laurieton,Offensive conduct ,Not Alcohol Related ,0,1,3,0,1
Laurieton,Offensive language ,Alcohol Related ,0,4,1,0,1
Laurieton,Offensive language ,Not Alcohol Related ,1,0,1,0,0
Lavadia,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lavadia,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lavadia,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lavadia,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Lavadia,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lavadia,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lavadia,Offensive language ,Alcohol Related ,0,0,0,0,0
Lavadia,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lavender Bay,Domestic violence related assault ,Alcohol Related ,0,1,1,0,1
Lavender Bay,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lavender Bay,Non-domestic violence related assault ,Alcohol Related ,1,4,0,0,0
Lavender Bay,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,1,2
Lavender Bay,Offensive conduct ,Alcohol Related ,0,2,1,0,0
Lavender Bay,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lavender Bay,Offensive language ,Alcohol Related ,0,0,0,0,0
Lavender Bay,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lavington,Domestic violence related assault ,Alcohol Related ,20,27,29,29,30
Lavington,Domestic violence related assault ,Not Alcohol Related ,45,81,56,59,64
Lavington,Non-domestic violence related assault ,Alcohol Related ,24,28,28,22,16
Lavington,Non-domestic violence related assault ,Not Alcohol Related ,56,63,52,55,65
Lavington,Offensive conduct ,Alcohol Related ,4,3,3,3,2
Lavington,Offensive conduct ,Not Alcohol Related ,5,3,4,12,9
Lavington,Offensive language ,Alcohol Related ,3,5,3,1,2
Lavington,Offensive language ,Not Alcohol Related ,4,4,4,2,3
Lawrence,Domestic violence related assault ,Alcohol Related ,2,0,1,0,1
Lawrence,Domestic violence related assault ,Not Alcohol Related ,1,1,0,3,0
Lawrence,Non-domestic violence related assault ,Alcohol Related ,5,1,1,1,0
Lawrence,Non-domestic violence related assault ,Not Alcohol Related ,0,0,2,0,0
Lawrence,Offensive conduct ,Alcohol Related ,0,1,0,1,0
Lawrence,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lawrence,Offensive language ,Alcohol Related ,0,0,1,0,0
Lawrence,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lawson,Domestic violence related assault ,Alcohol Related ,0,2,1,14,3
Lawson,Domestic violence related assault ,Not Alcohol Related ,6,8,9,7,4
Lawson,Non-domestic violence related assault ,Alcohol Related ,2,2,4,3,1
Lawson,Non-domestic violence related assault ,Not Alcohol Related ,7,4,5,5,3
Lawson,Offensive conduct ,Alcohol Related ,0,1,1,1,0
Lawson,Offensive conduct ,Not Alcohol Related ,0,0,0,0,2
Lawson,Offensive language ,Alcohol Related ,0,0,0,0,0
Lawson,Offensive language ,Not Alcohol Related ,0,2,0,0,0
Leconfield,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Leconfield,Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Leconfield,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Leconfield,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Leconfield,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Leconfield,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Leconfield,Offensive language ,Alcohol Related ,0,0,0,0,0
Leconfield,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Lee Creek,Domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Lee Creek,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Lee Creek,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Lee Creek,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Lee Creek,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Lee Creek,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Lee Creek,Offensive language ,Alcohol Related ,0,0,0,0,0
Lee Creek,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Leeton,Domestic violence related assault ,Alcohol Related ,20,18,10,17,20
Leeton,Domestic violence related assault ,Not Alcohol Related ,42,43,31,34,42
Leeton,Non-domestic violence related assault ,Alcohol Related ,30,21,17,30,19
Leeton,Non-domestic violence related assault ,Not Alcohol Related ,29,29,47,31,31
Leeton,Offensive conduct ,Alcohol Related ,32,16,20,19,5
Leeton,Offensive conduct ,Not Alcohol Related ,6,5,9,6,2
Leeton,Offensive language ,Alcohol Related ,10,13,9,6,3
Leeton,Offensive language ,Not Alcohol Related ,5,6,3,6,3
Leets Vale,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Leets Vale,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Leets Vale,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Leets Vale,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Leets Vale,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Leets Vale,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Leets Vale,Offensive language ,Alcohol Related ,0,0,0,0,0
Leets Vale,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Leeville,Domestic violence related assault ,Alcohol Related ,2,0,0,0,1
Leeville,Domestic violence related assault ,Not Alcohol Related ,0,2,1,0,1
Leeville,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Leeville,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Leeville,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Leeville,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Leeville,Offensive language ,Alcohol Related ,0,0,0,0,0
Leeville,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Legume,Domestic violence related assault ,Alcohol Related ,2,0,1,0,0
Legume,Domestic violence related assault ,Not Alcohol Related ,1,2,0,0,0
Legume,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Legume,Non-domestic violence related assault ,Not Alcohol Related ,0,0,2,0,0
Legume,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Legume,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Legume,Offensive language ,Alcohol Related ,0,0,0,0,0
Legume,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Leichhardt,Domestic violence related assault ,Alcohol Related ,9,6,10,8,14
Leichhardt,Domestic violence related assault ,Not Alcohol Related ,24,33,20,19,16
Leichhardt,Non-domestic violence related assault ,Alcohol Related ,13,13,17,13,9
Leichhardt,Non-domestic violence related assault ,Not Alcohol Related ,36,26,38,25,30
Leichhardt,Offensive conduct ,Alcohol Related ,3,0,2,1,4
Leichhardt,Offensive conduct ,Not Alcohol Related ,2,6,4,1,3
