Suburb,Offence,Alcohol,2014,2015,2016,2017,2018
Anna Bay,Offensive language ,Alcohol Related ,2,1,1,0,1
Anna Bay,Offensive language ,Not Alcohol Related ,1,0,1,0,0
Annandale,Domestic violence related assault ,Alcohol Related ,4,6,6,9,1
Annandale,Domestic violence related assault ,Not Alcohol Related ,12,13,9,12,8
Annandale,Non-domestic violence related assault ,Alcohol Related ,5,6,5,4,4
Annandale,Non-domestic violence related assault ,Not Alcohol Related ,10,11,12,13,11
Annandale,Offensive conduct ,Alcohol Related ,4,3,0,0,1
Annandale,Offensive conduct ,Not Alcohol Related ,3,0,1,2,1
Annandale,Offensive language ,Alcohol Related ,1,3,0,0,0
Annandale,Offensive language ,Not Alcohol Related ,1,0,1,1,1
Annangrove,Domestic violence related assault ,Alcohol Related ,1,6,2,2,2
Annangrove,Domestic violence related assault ,Not Alcohol Related ,1,0,0,2,1
Annangrove,Non-domestic violence related assault ,Alcohol Related ,0,2,0,1,1
Annangrove,Non-domestic violence related assault ,Not Alcohol Related ,1,2,2,0,3
Annangrove,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Annangrove,Offensive conduct ,Not Alcohol Related ,0,1,0,0,0
Annangrove,Offensive language ,Alcohol Related ,0,0,0,0,0
Annangrove,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Appin,Domestic violence related assault ,Alcohol Related ,3,2,9,1,0
Appin,Domestic violence related assault ,Not Alcohol Related ,1,6,10,5,7
Appin,Non-domestic violence related assault ,Alcohol Related ,2,5,4,3,0
Appin,Non-domestic violence related assault ,Not Alcohol Related ,5,5,1,0,1
Appin,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Appin,Offensive conduct ,Not Alcohol Related ,0,0,0,1,0
Appin,Offensive language ,Alcohol Related ,0,0,0,0,0
Appin,Offensive language ,Not Alcohol Related ,0,1,0,0,0
Apple Tree Flat,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Apple Tree Flat,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Apple Tree Flat,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Apple Tree Flat,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Apple Tree Flat,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Apple Tree Flat,Offensive conduct ,Not Alcohol Related ,0,0,0,1,0
Apple Tree Flat,Offensive language ,Alcohol Related ,0,0,0,0,0
Apple Tree Flat,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Appletree Flat,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Appletree Flat,Domestic violence related assault ,Not Alcohol Related ,0,2,1,0,0
Appletree Flat,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Appletree Flat,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Appletree Flat,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Appletree Flat,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Appletree Flat,Offensive language ,Alcohol Related ,0,0,0,0,0
Appletree Flat,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Apsley,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Apsley,Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,0
Apsley,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Apsley,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Apsley,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Apsley,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Apsley,Offensive language ,Alcohol Related ,0,0,0,0,0
Apsley,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arakoon,Domestic violence related assault ,Alcohol Related ,0,1,1,1,2
Arakoon,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arakoon,Non-domestic violence related assault ,Alcohol Related ,0,1,0,1,1
Arakoon,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arakoon,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Arakoon,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arakoon,Offensive language ,Alcohol Related ,0,0,0,0,0
Arakoon,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Araluen,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Araluen,Domestic violence related assault ,Not Alcohol Related ,0,0,1,0,1
Araluen,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Araluen,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Araluen,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Araluen,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Araluen,Offensive language ,Alcohol Related ,0,0,0,0,0
Araluen,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arcadia,Domestic violence related assault ,Alcohol Related ,1,4,0,4,1
Arcadia,Domestic violence related assault ,Not Alcohol Related ,0,1,0,0,3
Arcadia,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Arcadia,Non-domestic violence related assault ,Not Alcohol Related ,0,1,0,0,2
Arcadia,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Arcadia,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arcadia,Offensive language ,Alcohol Related ,0,0,0,0,0
Arcadia,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arcadia Vale,Domestic violence related assault ,Alcohol Related ,3,2,2,0,0
Arcadia Vale,Domestic violence related assault ,Not Alcohol Related ,4,1,4,1,2
Arcadia Vale,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Arcadia Vale,Non-domestic violence related assault ,Not Alcohol Related ,1,1,0,0,0
Arcadia Vale,Offensive conduct ,Alcohol Related ,1,0,0,0,0
Arcadia Vale,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arcadia Vale,Offensive language ,Alcohol Related ,2,0,0,0,0
Arcadia Vale,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ardglen,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ardglen,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Ardglen,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ardglen,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Ardglen,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ardglen,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ardglen,Offensive language ,Alcohol Related ,0,0,0,0,0
Ardglen,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arding,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Arding,Domestic violence related assault ,Not Alcohol Related ,0,0,0,1,0
Arding,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Arding,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Arding,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Arding,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arding,Offensive language ,Alcohol Related ,0,0,0,0,0
Arding,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ardlethan,Domestic violence related assault ,Alcohol Related ,0,1,3,1,0
Ardlethan,Domestic violence related assault ,Not Alcohol Related ,3,1,0,1,0
Ardlethan,Non-domestic violence related assault ,Alcohol Related ,0,2,2,0,1
Ardlethan,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,2
Ardlethan,Offensive conduct ,Alcohol Related ,1,0,2,0,0
Ardlethan,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ardlethan,Offensive language ,Alcohol Related ,1,1,0,0,0
Ardlethan,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Argenton,Domestic violence related assault ,Alcohol Related ,6,3,2,3,5
Argenton,Domestic violence related assault ,Not Alcohol Related ,8,3,8,4,6
Argenton,Non-domestic violence related assault ,Alcohol Related ,1,4,2,1,5
Argenton,Non-domestic violence related assault ,Not Alcohol Related ,1,3,9,7,4
Argenton,Offensive conduct ,Alcohol Related ,0,1,1,0,0
Argenton,Offensive conduct ,Not Alcohol Related ,0,0,2,1,0
Argenton,Offensive language ,Alcohol Related ,0,1,0,0,0
Argenton,Offensive language ,Not Alcohol Related ,0,0,2,0,0
Argents Hill,Domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Argents Hill,Domestic violence related assault ,Not Alcohol Related ,1,0,0,2,0
Argents Hill,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Argents Hill,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Argents Hill,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Argents Hill,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Argents Hill,Offensive language ,Alcohol Related ,0,0,0,0,0
Argents Hill,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Argoon,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Argoon,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Argoon,Non-domestic violence related assault ,Alcohol Related ,0,1,0,0,0
Argoon,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Argoon,Offensive conduct ,Alcohol Related ,0,0,1,0,0
Argoon,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Argoon,Offensive language ,Alcohol Related ,0,0,0,0,0
Argoon,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ariah Park,Domestic violence related assault ,Alcohol Related ,1,0,1,0,0
Ariah Park,Domestic violence related assault ,Not Alcohol Related ,1,0,0,1,0
Ariah Park,Non-domestic violence related assault ,Alcohol Related ,2,0,2,0,1
Ariah Park,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Ariah Park,Offensive conduct ,Alcohol Related ,0,1,0,0,0
Ariah Park,Offensive conduct ,Not Alcohol Related ,1,0,0,1,0
Ariah Park,Offensive language ,Alcohol Related ,1,0,0,0,0
Ariah Park,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arkell,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Arkell,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Arkell,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Arkell,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arkell,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Arkell,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arkell,Offensive language ,Alcohol Related ,0,0,0,0,0
Arkell,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arkstone,Domestic violence related assault ,Alcohol Related ,0,0,0,1,0
Arkstone,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arkstone,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Arkstone,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arkstone,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Arkstone,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arkstone,Offensive language ,Alcohol Related ,0,0,0,0,0
Arkstone,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Armatree,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Armatree,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Armatree,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Armatree,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Armatree,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Armatree,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Armatree,Offensive language ,Alcohol Related ,0,0,0,0,0
Armatree,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Armidale,Domestic violence related assault ,Alcohol Related ,63,40,44,70,59
Armidale,Domestic violence related assault ,Not Alcohol Related ,109,110,86,98,108
Armidale,Non-domestic violence related assault ,Alcohol Related ,82,70,62,64,52
Armidale,Non-domestic violence related assault ,Not Alcohol Related ,104,93,121,111,104
Armidale,Offensive conduct ,Alcohol Related ,51,22,25,30,37
Armidale,Offensive conduct ,Not Alcohol Related ,15,18,17,22,11
Armidale,Offensive language ,Alcohol Related ,22,14,10,7,4
Armidale,Offensive language ,Not Alcohol Related ,14,9,3,9,4
Arncliffe,Domestic violence related assault ,Alcohol Related ,12,5,13,15,9
Arncliffe,Domestic violence related assault ,Not Alcohol Related ,35,30,31,33,31
Arncliffe,Non-domestic violence related assault ,Alcohol Related ,8,6,6,3,8
Arncliffe,Non-domestic violence related assault ,Not Alcohol Related ,22,28,26,26,28
Arncliffe,Offensive conduct ,Alcohol Related ,2,0,2,1,2
Arncliffe,Offensive conduct ,Not Alcohol Related ,2,0,2,1,0
Arncliffe,Offensive language ,Alcohol Related ,0,0,2,1,1
Arncliffe,Offensive language ,Not Alcohol Related ,2,0,1,0,1
Arndell Park,Domestic violence related assault ,Alcohol Related ,0,0,0,0,1
Arndell Park,Domestic violence related assault ,Not Alcohol Related ,1,3,0,5,3
Arndell Park,Non-domestic violence related assault ,Alcohol Related ,1,0,1,1,0
Arndell Park,Non-domestic violence related assault ,Not Alcohol Related ,9,5,3,5,5
Arndell Park,Offensive conduct ,Alcohol Related ,0,0,0,0,1
Arndell Park,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arndell Park,Offensive language ,Alcohol Related ,0,0,1,0,0
Arndell Park,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arrawarra,Domestic violence related assault ,Alcohol Related ,0,0,2,3,0
Arrawarra,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arrawarra,Non-domestic violence related assault ,Alcohol Related ,1,1,1,0,1
Arrawarra,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,1
Arrawarra,Offensive conduct ,Alcohol Related ,0,0,0,0,1
Arrawarra,Offensive conduct ,Not Alcohol Related ,1,0,0,0,0
Arrawarra,Offensive language ,Alcohol Related ,0,0,0,0,0
Arrawarra,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arrawarra Headland,Domestic violence related assault ,Alcohol Related ,0,0,2,1,0
Arrawarra Headland,Domestic violence related assault ,Not Alcohol Related ,0,3,1,0,0
Arrawarra Headland,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Arrawarra Headland,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arrawarra Headland,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Arrawarra Headland,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arrawarra Headland,Offensive language ,Alcohol Related ,0,0,0,0,0
Arrawarra Headland,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Artarmon,Domestic violence related assault ,Alcohol Related ,5,6,5,2,6
Artarmon,Domestic violence related assault ,Not Alcohol Related ,11,9,9,7,10
Artarmon,Non-domestic violence related assault ,Alcohol Related ,4,3,5,5,4
Artarmon,Non-domestic violence related assault ,Not Alcohol Related ,19,14,16,14,12
Artarmon,Offensive conduct ,Alcohol Related ,0,2,2,0,0
Artarmon,Offensive conduct ,Not Alcohol Related ,1,0,0,0,1
Artarmon,Offensive language ,Alcohol Related ,0,0,0,0,1
Artarmon,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Arthurville,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Arthurville,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Arthurville,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Arthurville,Non-domestic violence related assault ,Not Alcohol Related ,1,0,0,0,0
Arthurville,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Arthurville,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Arthurville,Offensive language ,Alcohol Related ,0,0,0,0,0
Arthurville,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ashbury,Domestic violence related assault ,Alcohol Related ,0,0,2,1,1
Ashbury,Domestic violence related assault ,Not Alcohol Related ,4,3,2,5,1
Ashbury,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Ashbury,Non-domestic violence related assault ,Not Alcohol Related ,1,5,4,0,2
Ashbury,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ashbury,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ashbury,Offensive language ,Alcohol Related ,0,0,0,0,0
Ashbury,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ashby,Domestic violence related assault ,Alcohol Related ,0,2,0,0,0
Ashby,Domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Ashby,Non-domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Ashby,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Ashby,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ashby,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ashby,Offensive language ,Alcohol Related ,0,0,0,0,0
Ashby,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ashby Heights,Domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ashby Heights,Domestic violence related assault ,Not Alcohol Related ,1,0,1,1,2
Ashby Heights,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ashby Heights,Non-domestic violence related assault ,Not Alcohol Related ,0,0,1,0,0
Ashby Heights,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ashby Heights,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ashby Heights,Offensive language ,Alcohol Related ,0,0,0,0,0
Ashby Heights,Offensive language ,Not Alcohol Related ,0,0,0,0,0
Ashcroft,Domestic violence related assault ,Alcohol Related ,8,4,6,7,6
Ashcroft,Domestic violence related assault ,Not Alcohol Related ,33,24,26,31,27
Ashcroft,Non-domestic violence related assault ,Alcohol Related ,7,8,1,5,3
Ashcroft,Non-domestic violence related assault ,Not Alcohol Related ,30,15,9,16,13
Ashcroft,Offensive conduct ,Alcohol Related ,1,0,0,0,0
Ashcroft,Offensive conduct ,Not Alcohol Related ,1,1,0,0,0
Ashcroft,Offensive language ,Alcohol Related ,0,0,0,1,0
Ashcroft,Offensive language ,Not Alcohol Related ,3,1,4,1,1
Ashfield,Domestic violence related assault ,Alcohol Related ,22,33,8,14,15
Ashfield,Domestic violence related assault ,Not Alcohol Related ,56,57,30,32,28
Ashfield,Non-domestic violence related assault ,Alcohol Related ,22,28,18,15,18
Ashfield,Non-domestic violence related assault ,Not Alcohol Related ,58,62,62,50,52
Ashfield,Offensive conduct ,Alcohol Related ,2,10,8,5,3
Ashfield,Offensive conduct ,Not Alcohol Related ,10,8,8,6,1
Ashfield,Offensive language ,Alcohol Related ,2,6,5,1,3
Ashfield,Offensive language ,Not Alcohol Related ,4,10,6,2,2
Ashford,Domestic violence related assault ,Alcohol Related ,1,0,0,2,3
Ashford,Domestic violence related assault ,Not Alcohol Related ,2,1,1,2,1
Ashford,Non-domestic violence related assault ,Alcohol Related ,2,3,3,0,0
Ashford,Non-domestic violence related assault ,Not Alcohol Related ,4,2,3,0,0
Ashford,Offensive conduct ,Alcohol Related ,0,0,0,2,0
Ashford,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
Ashford,Offensive language ,Alcohol Related ,0,0,1,0,0
Ashford,Offensive language ,Not Alcohol Related ,0,0,0,1,0
Ashley,Domestic violence related assault ,Alcohol Related ,1,0,0,0,0
Ashley,Domestic violence related assault ,Not Alcohol Related ,0,1,1,1,0
Ashley,Non-domestic violence related assault ,Alcohol Related ,0,0,0,0,0
Ashley,Non-domestic violence related assault ,Not Alcohol Related ,0,0,0,0,0
Ashley,Offensive conduct ,Alcohol Related ,0,0,0,0,0
Ashley,Offensive conduct ,Not Alcohol Related ,0,0,0,0,0
